AERONET Data Download (Version 3 Direct Moon)
AERONET Version 3
Version 3: Lunar AOD Level 1.0
The following data are unscreened and may not have final calibration applied.
Contact: PI=Pawan_Gupta; PI Email=pawan.gupta@nasa.gov
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_865,Triplet_Variability_779,Triplet_Variability_675,Triplet_Variability_667,Triplet_Variability_620,Triplet_Variability_560,Triplet_Variability_555,Triplet_Variability_551,Triplet_Variability_532,Triplet_Variability_531,Triplet_Variability_510,Triplet_Variability_500,Triplet_Variability_490,Triplet_Variability_443,Triplet_Variability_440,Triplet_Variability_412,Triplet_Variability_400,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),Triplet_Variability_681,Triplet_Variability_709,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Measurement_Type(solar or lunar),Solar_Zenith_Angle(Degrees),Lunar_Zenith_Angle(Degrees),Optical_Air_Mass,Lunar_Phase_Angle(Degrees),Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_865nm,Exact_Wavelengths_of_AOD(um)_779nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_667nm,Exact_Wavelengths_of_AOD(um)_620nm,Exact_Wavelengths_of_AOD(um)_560nm,Exact_Wavelengths_of_AOD(um)_555nm,Exact_Wavelengths_of_AOD(um)_551nm,Exact_Wavelengths_of_AOD(um)_532nm,Exact_Wavelengths_of_AOD(um)_531nm,Exact_Wavelengths_of_AOD(um)_510nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_490nm,Exact_Wavelengths_of_AOD(um)_443nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_412nm,Exact_Wavelengths_of_AOD(um)_400nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm,Exact_Wavelengths_of_AOD(um)_681nm,Exact_Wavelengths_of_AOD(um)_709nm,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty
UCSB,05:03:2026,12:00:48,64,64.500556,0.020547,0.063877,0.067324,-999.000000,-999.000000,0.071073,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.086821,-999.000000,-999.000000,0.093499,-999.000000,-999.000000,-999.000000,-999.000000,0.734171,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001894,0.001281,0.001138,-999.000000,-999.000000,0.000834,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001755,-999.000000,-999.000000,0.002845,-999.000000,-999.000000,-999.000000,-999.000000,0.018951,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.503488,0.579887,0.645001,0.466900,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,53.766270,1.688667,24.183028,14.400000,319.051595,0.172625,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,12:05:48,64,64.504028,0.020261,0.063193,0.066829,-999.000000,-999.000000,0.070341,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.086400,-999.000000,-999.000000,0.093371,-999.000000,-999.000000,-999.000000,-999.000000,0.750942,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000719,0.001073,0.001332,-999.000000,-999.000000,0.001671,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002468,-999.000000,-999.000000,0.002376,-999.000000,-999.000000,-999.000000,-999.000000,0.003476,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.513012,0.607254,0.665514,0.471894,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,54.534549,1.720140,24.211920,14.300000,319.053639,0.172626,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,12:10:48,64,64.507500,0.020605,0.061966,0.065424,-999.000000,-999.000000,0.068614,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.084459,-999.000000,-999.000000,0.091546,-999.000000,-999.000000,-999.000000,-999.000000,0.707835,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001530,0.001231,0.000523,-999.000000,-999.000000,0.000620,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002129,-999.000000,-999.000000,0.002102,-999.000000,-999.000000,-999.000000,-999.000000,0.011927,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.515254,0.630617,0.676620,0.469525,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,55.315977,1.753703,24.240978,14.200000,319.055683,0.172627,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,12:15:48,64,64.510972,0.020713,0.061869,0.066412,-999.000000,-999.000000,0.069547,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.087073,-999.000000,-999.000000,0.094318,-999.000000,-999.000000,-999.000000,-999.000000,0.662174,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002206,0.001583,0.001933,-999.000000,-999.000000,0.000956,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001782,-999.000000,-999.000000,0.001609,-999.000000,-999.000000,-999.000000,-999.000000,0.017453,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.542269,0.625512,0.718005,0.498484,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,56.109963,1.789514,24.270207,14.200000,319.057727,0.172628,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,12:20:48,64,64.514444,0.019868,0.061249,0.065024,-999.000000,-999.000000,0.069521,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.086166,-999.000000,-999.000000,0.093775,-999.000000,-999.000000,-999.000000,-999.000000,0.646901,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001152,0.001167,0.001677,-999.000000,-999.000000,0.000565,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002032,-999.000000,-999.000000,0.001738,-999.000000,-999.000000,-999.000000,-999.000000,0.027135,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.557260,0.662268,0.701665,0.516086,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,56.915937,1.827752,24.299611,14.300000,319.059771,0.172629,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,12:25:47,64,64.517905,0.018927,0.059006,0.062246,-999.000000,-999.000000,0.067114,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.083437,-999.000000,-999.000000,0.091754,-999.000000,-999.000000,-999.000000,-999.000000,0.598024,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002518,0.002777,0.001553,-999.000000,-999.000000,0.001279,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001244,-999.000000,-999.000000,0.002374,-999.000000,-999.000000,-999.000000,-999.000000,0.047652,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.585200,0.743600,0.729234,0.536518,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,57.730609,1.868476,24.329097,14.500000,319.061808,0.172629,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,12:30:47,64,64.521377,0.019332,0.058597,0.061857,-999.000000,-999.000000,0.066937,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.083061,-999.000000,-999.000000,0.091681,-999.000000,-999.000000,-999.000000,-999.000000,0.632105,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000794,0.001587,0.002175,-999.000000,-999.000000,0.000448,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001459,-999.000000,-999.000000,0.000251,-999.000000,-999.000000,-999.000000,-999.000000,0.016531,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.590836,0.772683,0.731678,0.539407,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,58.558905,1.912178,24.358867,15.000000,319.063853,0.172630,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,12:35:47,64,64.524850,0.020036,0.059370,0.063075,-999.000000,-999.000000,0.068070,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.084198,-999.000000,-999.000000,0.092749,-999.000000,-999.000000,-999.000000,-999.000000,0.615401,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002176,0.003662,0.004542,-999.000000,-999.000000,0.003750,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003304,-999.000000,-999.000000,0.005180,-999.000000,-999.000000,-999.000000,-999.000000,0.023989,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.579430,0.757014,0.719803,0.528690,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,59.397614,1.958979,24.388828,15.300000,319.065897,0.172631,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,12:40:47,64,64.528322,0.017324,0.054861,0.057384,-999.000000,-999.000000,0.061924,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.077216,-999.000000,-999.000000,0.085341,-999.000000,-999.000000,-999.000000,-999.000000,0.603410,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001673,0.001489,0.000687,-999.000000,-999.000000,0.002164,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002427,-999.000000,-999.000000,0.000876,-999.000000,-999.000000,-999.000000,-999.000000,0.013945,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.597109,0.782944,0.746444,0.543569,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,60.246254,2.009161,24.418983,15.500000,319.067941,0.172632,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,12:45:47,64,64.531794,0.017111,0.052570,0.056515,-999.000000,-999.000000,0.059228,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.073985,-999.000000,-999.000000,0.081734,-999.000000,-999.000000,-999.000000,-999.000000,0.595209,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000370,0.000563,0.000688,-999.000000,-999.000000,0.000827,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002255,-999.000000,-999.000000,0.001241,-999.000000,-999.000000,-999.000000,-999.000000,0.005178,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.560995,0.779479,0.750041,0.495597,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,61.104363,2.063041,24.449338,15.600000,319.069985,0.172633,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,12:50:47,64,64.535266,0.018028,0.052369,0.055466,-999.000000,-999.000000,0.058986,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.072309,-999.000000,-999.000000,0.079986,-999.000000,-999.000000,-999.000000,-999.000000,0.588176,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002455,0.000622,0.002235,-999.000000,-999.000000,0.000919,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001477,-999.000000,-999.000000,0.001968,-999.000000,-999.000000,-999.000000,-999.000000,0.016338,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.548884,0.789603,0.705235,0.486279,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,61.971498,2.120983,24.479897,15.600000,319.072029,0.172634,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,12:55:47,64,64.538738,0.015566,0.050545,0.052410,-999.000000,-999.000000,0.056590,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.070212,-999.000000,-999.000000,0.077022,-999.000000,-999.000000,-999.000000,-999.000000,0.560653,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000913,0.000295,0.000502,-999.000000,-999.000000,0.000428,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000947,-999.000000,-999.000000,0.001019,-999.000000,-999.000000,-999.000000,-999.000000,0.016203,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.580884,0.724509,0.719505,0.535282,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,62.847234,2.183399,24.510665,15.600000,319.074073,0.172635,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,13:00:47,64,64.542211,0.014949,0.047482,0.050629,-999.000000,-999.000000,0.054115,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.067644,-999.000000,-999.000000,0.075234,-999.000000,-999.000000,-999.000000,-999.000000,0.549349,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000846,0.000355,0.000842,-999.000000,-999.000000,0.001647,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000901,-999.000000,-999.000000,0.001864,-999.000000,-999.000000,-999.000000,-999.000000,0.026742,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.595669,0.832215,0.764642,0.531360,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,63.731165,2.250761,24.541645,15.500000,319.076117,0.172636,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,13:05:47,64,64.545683,0.014604,0.047388,0.050254,-999.000000,-999.000000,0.053412,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.066553,-999.000000,-999.000000,0.073319,-999.000000,-999.000000,-999.000000,-999.000000,0.543099,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001060,0.000862,0.000499,-999.000000,-999.000000,0.000677,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002105,-999.000000,-999.000000,0.000871,-999.000000,-999.000000,-999.000000,-999.000000,0.012891,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.572132,0.757670,0.738385,0.515556,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,64.622903,2.323610,24.572842,15.500000,319.078161,0.172636,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,13:10:47,64,64.549155,0.014592,0.046399,0.049123,-999.000000,-999.000000,0.053498,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.065638,-999.000000,-999.000000,0.074038,-999.000000,-999.000000,-999.000000,-999.000000,0.516074,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002906,0.001120,0.001211,-999.000000,-999.000000,0.001355,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001674,-999.000000,-999.000000,0.002728,-999.000000,-999.000000,-999.000000,-999.000000,0.014299,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.603425,0.942482,0.744835,0.529583,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,65.522075,2.402573,24.604259,15.500000,319.080205,0.172637,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,13:15:47,64,64.552627,0.014056,0.045071,0.047843,-999.000000,-999.000000,0.053031,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.066035,-999.000000,-999.000000,0.073973,-999.000000,-999.000000,-999.000000,-999.000000,0.504504,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000579,0.001002,0.001064,-999.000000,-999.000000,0.001308,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000428,-999.000000,-999.000000,0.001291,-999.000000,-999.000000,-999.000000,-999.000000,0.018015,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.645022,0.888373,0.768748,0.587979,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,66.428326,2.488376,24.635902,15.500000,319.082249,0.172638,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,13:20:47,64,64.556100,0.015787,0.046264,0.049243,-999.000000,-999.000000,0.052720,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.067747,-999.000000,-999.000000,0.074661,-999.000000,-999.000000,-999.000000,-999.000000,0.490779,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000644,0.001635,0.001279,-999.000000,-999.000000,0.000841,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000656,-999.000000,-999.000000,0.001695,-999.000000,-999.000000,-999.000000,-999.000000,0.010329,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.636083,0.760414,0.816532,0.585611,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,67.341314,2.581865,24.667773,15.600000,319.084293,0.172639,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,13:25:47,64,64.559572,0.014912,0.045107,0.048372,-999.000000,-999.000000,0.052375,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.066573,-999.000000,-999.000000,0.073768,-999.000000,-999.000000,-999.000000,-999.000000,0.482844,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001740,0.000180,0.000538,-999.000000,-999.000000,0.001670,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000207,-999.000000,-999.000000,0.001050,-999.000000,-999.000000,-999.000000,-999.000000,0.024059,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.637955,0.803159,0.799567,0.585108,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,68.260713,2.684034,24.699877,15.600000,319.086338,0.172640,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,13:30:47,64,64.563044,0.014247,0.043910,0.046478,-999.000000,-999.000000,0.051434,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.064914,-999.000000,-999.000000,0.073825,-999.000000,-999.000000,-999.000000,-999.000000,0.498527,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000209,0.000443,0.001488,-999.000000,-999.000000,0.001496,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000703,-999.000000,-999.000000,0.001119,-999.000000,-999.000000,-999.000000,-999.000000,0.010769,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.683067,1.006700,0.831573,0.610123,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,69.186211,2.796059,24.732217,15.600000,319.088382,0.172641,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,05:03:2026,13:35:47,64,64.566516,0.014168,0.042028,0.044920,-999.000000,-999.000000,0.049570,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.063189,-999.000000,-999.000000,0.070426,-999.000000,-999.000000,-999.000000,-999.000000,0.504901,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000728,0.001090,0.001444,-999.000000,-999.000000,0.001979,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001028,-999.000000,-999.000000,0.002081,-999.000000,-999.000000,-999.000000,-999.000000,0.039236,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.674535,0.848616,0.817910,0.623747,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,70.117507,2.919333,24.764797,15.700000,319.090426,0.172642,06:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
