AERONET Data Download (Version 3 Direct Sun)
AERONET Version 3
Version 3: AOD Level 1.0
The following data are unscreened and may not have final calibration applied.
Contact: PI=Pawan_Gupta; PI Email=pawan.gupta@nasa.gov
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_865,Triplet_Variability_779,Triplet_Variability_675,Triplet_Variability_667,Triplet_Variability_620,Triplet_Variability_560,Triplet_Variability_555,Triplet_Variability_551,Triplet_Variability_532,Triplet_Variability_531,Triplet_Variability_510,Triplet_Variability_500,Triplet_Variability_490,Triplet_Variability_443,Triplet_Variability_440,Triplet_Variability_412,Triplet_Variability_400,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),Triplet_Variability_681,Triplet_Variability_709,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_865nm,Exact_Wavelengths_of_AOD(um)_779nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_667nm,Exact_Wavelengths_of_AOD(um)_620nm,Exact_Wavelengths_of_AOD(um)_560nm,Exact_Wavelengths_of_AOD(um)_555nm,Exact_Wavelengths_of_AOD(um)_551nm,Exact_Wavelengths_of_AOD(um)_532nm,Exact_Wavelengths_of_AOD(um)_531nm,Exact_Wavelengths_of_AOD(um)_510nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_490nm,Exact_Wavelengths_of_AOD(um)_443nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_412nm,Exact_Wavelengths_of_AOD(um)_400nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm,Exact_Wavelengths_of_AOD(um)_681nm,Exact_Wavelengths_of_AOD(um)_709nm,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty
UCSB,04:03:2026,00:51:00,63,63.035417,0.026137,0.048803,0.051412,-999.000000,-999.000000,0.055375,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.070637,-999.000000,-999.000000,0.079796,-999.000000,-999.000000,0.092957,0.102364,1.470350,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000503,0.000377,0.000844,-999.000000,-999.000000,0.000702,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000677,-999.000000,-999.000000,0.000596,-999.000000,-999.000000,0.000807,0.000819,0.004171,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.658461,0.993315,0.845455,0.582490,0.967854,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,77.402922,4.498458,20.100000,318.189068,0.172259,04:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,00:55:10,63,63.038310,0.027236,0.049097,0.051996,-999.000000,-999.000000,0.056099,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.071305,-999.000000,-999.000000,0.080630,-999.000000,-999.000000,0.094355,0.104223,1.483601,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000563,0.000360,0.000211,-999.000000,-999.000000,0.000710,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000870,-999.000000,-999.000000,0.000911,-999.000000,-999.000000,0.001002,0.000974,0.011367,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.655566,1.013548,0.838397,0.578839,0.997354,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,78.220648,4.792309,19.700000,318.190771,0.172260,04:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,00:57:19,63,63.039803,0.027825,0.049471,0.052205,-999.000000,-999.000000,0.056830,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.071988,-999.000000,-999.000000,0.081707,-999.000000,-999.000000,0.095049,0.105491,1.481464,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000377,0.000471,0.000574,-999.000000,-999.000000,0.000227,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000749,-999.000000,-999.000000,0.000872,-999.000000,-999.000000,0.000364,0.000785,0.016244,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.665512,1.004678,0.836943,0.588132,0.990750,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,78.643401,4.959827,19.700000,318.191650,0.172260,04:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,01:00:32,63,63.042037,0.026858,0.047980,0.050592,-999.000000,-999.000000,0.055192,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.070719,-999.000000,-999.000000,0.080299,-999.000000,-999.000000,0.093772,0.104090,1.470678,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001711,0.002029,0.001729,-999.000000,-999.000000,0.001764,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002233,-999.000000,-999.000000,0.002723,-999.000000,-999.000000,0.002068,0.001955,0.028119,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.688844,1.020367,0.866539,0.613182,1.006874,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,79.276818,5.233876,19.500000,318.192965,0.172261,04:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,01:04:59,63,63.045127,0.034471,0.053114,0.055635,-999.000000,-999.000000,0.059736,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.074339,-999.000000,-999.000000,0.083228,-999.000000,-999.000000,0.096737,0.107519,1.430345,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.007127,0.005982,0.005194,-999.000000,-999.000000,0.004736,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.004177,-999.000000,-999.000000,0.004280,-999.000000,-999.000000,0.003803,0.004076,0.017027,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.601190,0.953444,0.766165,0.531059,0.992571,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,80.154696,5.667455,19.300000,318.194784,0.172261,04:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,01:07:19,63,63.046748,0.026008,0.045261,0.047354,-999.000000,-999.000000,0.051570,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.066125,-999.000000,-999.000000,0.075211,-999.000000,-999.000000,0.088054,0.099188,1.414227,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.005186,0.004790,0.004089,-999.000000,-999.000000,0.003728,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003326,-999.000000,-999.000000,0.003165,-999.000000,-999.000000,0.002855,0.002039,0.040997,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.689695,1.035780,0.871614,0.611477,1.070621,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,80.615625,5.924769,19.300000,318.195738,0.172262,04:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,01:09:20,63,63.048148,0.023545,0.042826,0.045590,-999.000000,-999.000000,0.050262,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.065378,-999.000000,-999.000000,0.074529,-999.000000,-999.000000,0.088021,0.099882,1.418470,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000293,0.000263,0.000847,-999.000000,-999.000000,0.000830,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000494,-999.000000,-999.000000,0.000483,-999.000000,-999.000000,0.000474,0.000973,0.021905,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.733472,1.076021,0.911919,0.659596,1.132676,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,81.014274,6.166582,19.300000,318.196563,0.172262,04:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,01:11:55,63,63.049942,0.021699,0.040395,0.043107,-999.000000,-999.000000,0.047647,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.062399,-999.000000,-999.000000,0.071534,-999.000000,-999.000000,0.085061,0.096510,1.394888,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000303,0.000434,0.000590,-999.000000,-999.000000,0.000352,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000174,-999.000000,-999.000000,0.000145,-999.000000,-999.000000,0.000164,0.000238,0.019188,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.754969,1.120972,0.939770,0.676742,1.159673,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,81.525227,6.506311,19.200000,318.197619,0.172262,04:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,17:27:20,63,63.727315,0.030350,0.080225,0.086000,-999.000000,-999.000000,0.094614,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.116640,-999.000000,-999.000000,0.128250,-999.000000,-999.000000,0.140834,0.145550,1.170726,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.005808,0.007302,0.005743,-999.000000,-999.000000,0.006039,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.004052,-999.000000,-999.000000,0.005203,-999.000000,-999.000000,0.001803,0.003823,0.002567,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.597039,0.679811,0.707876,0.556219,0.498009,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,56.041168,1.786336,19.200000,318.596388,0.172432,05:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,17:32:20,63,63.730787,0.068116,0.110340,0.121971,-999.000000,-999.000000,0.133735,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.164426,-999.000000,-999.000000,0.170977,-999.000000,-999.000000,0.188443,0.188538,1.221225,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.082638,0.062142,0.074944,-999.000000,-999.000000,0.074428,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.084079,-999.000000,-999.000000,0.071104,-999.000000,-999.000000,0.103033,0.097942,0.412302,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.526334,0.497144,0.594089,0.545306,0.394548,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,55.237831,1.750269,19.700000,318.598432,0.172433,05:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,17:37:21,63,63.734271,0.029714,0.080152,0.087135,-999.000000,-999.000000,0.097677,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.123147,-999.000000,-999.000000,0.136182,-999.000000,-999.000000,0.153362,0.159169,1.159579,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002557,0.003425,0.003594,-999.000000,-999.000000,0.005646,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.006332,-999.000000,-999.000000,0.007080,-999.000000,-999.000000,0.005128,0.004224,0.016196,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.667402,0.793165,0.775197,0.630764,0.615213,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,54.445099,1.716397,20.100000,318.600483,0.172434,05:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,17:42:21,63,63.737743,0.040230,0.090280,0.098326,-999.000000,-999.000000,0.110032,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.136524,-999.000000,-999.000000,0.150945,-999.000000,-999.000000,0.164484,0.169626,1.166170,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003522,0.002818,0.004122,-999.000000,-999.000000,0.003711,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002985,-999.000000,-999.000000,0.003803,-999.000000,-999.000000,0.005866,0.006758,0.012047,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.636940,0.670734,0.734660,0.598029,0.459047,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,53.668864,1.684777,20.600000,318.602527,0.172434,05:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,19:07:21,63,63.796771,0.808329,0.848525,0.825891,-999.000000,-999.000000,0.824077,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.869372,-999.000000,-999.000000,0.866053,-999.000000,-999.000000,0.910790,0.900726,1.698678,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.067950,0.056309,0.108334,-999.000000,-999.000000,0.172505,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.210154,-999.000000,-999.000000,0.204083,-999.000000,-999.000000,0.175074,0.170677,0.638467,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.086457,0.172861,0.127125,0.095576,0.162854,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,43.303306,1.372680,18.900000,318.637277,0.172449,05:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,19:12:21,63,63.800243,0.376753,0.424190,0.425194,-999.000000,-999.000000,0.429544,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.460855,-999.000000,-999.000000,0.470874,-999.000000,-999.000000,0.502857,0.497736,1.587998,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.090925,0.075309,0.094116,-999.000000,-999.000000,0.093410,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.072049,-999.000000,-999.000000,0.084666,-999.000000,-999.000000,0.041138,0.036269,0.185764,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.160248,0.318697,0.218045,0.148587,0.228015,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,42.906712,1.363842,19.300000,318.639321,0.172450,05:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,19:21:53,63,63.806863,0.468252,0.513053,0.509311,-999.000000,-999.000000,0.516033,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.538710,-999.000000,-999.000000,0.552712,-999.000000,-999.000000,0.574844,0.577244,1.533461,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.049778,0.057026,0.051230,-999.000000,-999.000000,0.064941,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.075820,-999.000000,-999.000000,0.072660,-999.000000,-999.000000,0.043157,0.039687,0.193896,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.120868,0.235439,0.157275,0.102899,0.173711,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,42.231591,1.349204,20.100000,318.643218,0.172452,05:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,19:31:42,63,63.813681,0.664010,0.691509,0.684693,-999.000000,-999.000000,0.678148,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.689861,-999.000000,-999.000000,0.702256,-999.000000,-999.000000,0.718048,0.718577,1.472565,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.014394,0.011076,0.018151,-999.000000,-999.000000,0.017156,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.028205,-999.000000,-999.000000,0.023572,-999.000000,-999.000000,0.052659,0.055375,0.148702,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.036867,0.144861,0.077180,0.014989,0.092476,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,41.652114,1.337033,20.300000,318.647232,0.172453,05:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,19:37:21,63,63.817604,0.432604,0.471027,0.478126,-999.000000,-999.000000,0.486819,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.517406,-999.000000,-999.000000,0.529695,-999.000000,-999.000000,0.562356,0.568382,1.567644,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.077666,0.072963,0.072124,-999.000000,-999.000000,0.076108,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.085039,-999.000000,-999.000000,0.078502,-999.000000,-999.000000,0.092451,0.088002,0.331861,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.156311,0.303850,0.198134,0.144814,0.280449,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,41.373798,1.331313,20.000000,318.649541,0.172454,05:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,19:42:21,63,63.821076,0.668295,0.690579,0.684980,-999.000000,-999.000000,0.679714,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.702859,-999.000000,-999.000000,0.712590,-999.000000,-999.000000,0.721297,0.721693,1.531913,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.021499,0.017428,0.019404,-999.000000,-999.000000,0.021159,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.042807,-999.000000,-999.000000,0.032135,-999.000000,-999.000000,0.043838,0.034871,0.159646,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.063506,0.093257,0.110508,0.048697,0.051035,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,41.162001,1.327013,20.100000,318.651585,0.172455,05:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,19:47:21,63,63.824549,0.434135,0.474229,0.474748,-999.000000,-999.000000,0.476877,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.494948,-999.000000,-999.000000,0.510357,-999.000000,-999.000000,0.526506,0.524873,1.498005,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.066025,0.065149,0.060999,-999.000000,-999.000000,0.062712,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.071204,-999.000000,-999.000000,0.065234,-999.000000,-999.000000,0.070075,0.068385,0.256865,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.104775,0.223014,0.152251,0.076957,0.114456,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,40.983135,1.323418,20.100000,318.653630,0.172456,05:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,04:03:2026,19:52:21,63,63.828021,0.258081,0.285199,0.288586,-999.000000,-999.000000,0.272588,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.287087,-999.000000,-999.000000,0.305199,-999.000000,-999.000000,0.329104,0.334196,1.353216,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.225908,0.147417,0.116981,-999.000000,-999.000000,0.037984,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.022952,-999.000000,-999.000000,0.018317,-999.000000,-999.000000,0.017064,0.017043,0.088858,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.082574,0.494021,0.247530,-0.003663,0.360461,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,40.837637,1.320517,20.100000,318.655674,0.172457,05:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
